x,y,w0,w1,w2,w3
0.0,0.0,0.0,0.0,0.0,1.0
0.0020886290382701204,-0.009305243799103049,0.0,0.0,0.0,1.0
0.004150527028839766,-0.01860232848605657,0.0,0.0,0.0,1.0
0.006186013971233722,-0.027891211864916214,0.0,0.0,0.0,1.0
0.008195406581351957,-0.03717185249130538,0.0,0.0,0.0,1.0
0.010179018319245588,-0.0464442096685885,0.0,0.0,0.0,1.0
0.012137159416735962,-0.055708243443897736,0.0,0.0,0.0,1.0
0.014070136904832505,-0.06496391460415617,0.0,0.0,0.0,1.0
0.015978254640935715,-0.07421118467201916,0.0,0.0,0.0,1.0
0.01786181333588326,-0.08345001590169987,0.0,0.0,0.0,1.0
0.01972111058082894,-0.09268037127476728,0.0,0.0,0.0,1.0
0.021556440873876134,-0.1019022144958625,0.0,0.0,0.0,1.0
0.02336809564660204,-0.11111550998832982,0.0,0.0,0.0,1.0
0.025156363290346647,-0.12032022288981706,0.0,0.0,0.0,1.0
0.02692152918234477,-0.12951631904776661,0.0,0.0,0.0,1.0
0.028663875711660305,-0.13870376501487267,0.0,0.0,0.0,1.0
0.030383682304990868,-0.1478825280444802,0.0,0.0,0.0,1.0
0.032081225452216616,-0.15705257608590573,0.0,0.0,0.0,1.0
0.03375677873184681,-0.16621387777969984,0.0,0.0,0.0,1.0
0.03541061283620708,-0.1753664024528759,0.0,0.0,0.0,1.0
0.0370429955965995,-0.1845101201140464,0.0,0.0,0.0,1.0
0.03865419200808747,-0.19364500144852886,0.0,0.0,0.0,1.0
0.0402444642542737,-0.20277101781340376,0.0,0.0,0.0,1.0
0.04181407173182593,-0.2118881412324942,0.0,0.0,0.0,1.0
0.04336327107486952,-0.22099634439133523,0.0,0.0,0.0,1.0
0.04489231617913462,-0.23009560063202378,0.0,0.0,0.0,1.0
0.04640145822608951,-0.23918588394811316,0.0,0.0,0.0,1.0
0.04789094570670576,-0.24826716897938778,0.0,0.0,0.0,1.0
0.049361024445213106,-0.2573394310066315,0.0,0.0,0.0,1.0
0.05081193762262573,-0.26640264594632385,0.0,0.0,0.0,1.0
0.05224392580009135,-0.2754567903453233,0.0,0.0,0.0,1.0
0.05365722694212078,-0.2845018413754918,0.0,0.0,0.0,1.0
0.055052076439606155,-0.2935377768282585,0.0,0.0,0.0,1.0
0.05642870713270264,-0.30256457510922047,0.0,0.0,0.0,1.0
0.05778734933353969,-0.3115822152325907,0.0,0.0,0.0,1.0
0.059128230848785567,-0.32059067681573045,0.0,0.0,0.0,1.0
0.06045157700202777,-0.32958994007353565,0.0,0.0,0.0,1.0
0.06175761065603404,-0.3385799858128774,0.0,0.0,0.0,1.0
0.06304655223477802,-0.34756079542696805,0.0,0.0,0.0,1.0
0.06431861974541726,-0.3565323508896922,0.0,0.0,0.0,1.0
0.06557402880000507,-0.3654946347499253,0.0,0.0,0.0,1.0
0.06681299263714105,-0.3744476301257997,0.0,0.0,0.0,1.0
0.0680357221433897,-0.38339132069898907,0.0,0.0,0.0,1.0
0.0692424258745933,-0.3923256907088863,0.0,0.0,0.0,1.0
0.07043331007703812,-0.40125072494685304,0.0,0.0,0.0,1.0
0.07160857870839553,-0.4101664087503742,0.0,0.0,0.0,1.0
0.07276843345861192,-0.4190727279971779,0.0,0.0,0.0,1.0
