x,y,w0,w1,w2,w3,arm,hand1,hand2
0.08999999798834324,-5.759999871253967,0.0,0.0,0.0,1.0,2,0,0
0.09021083735152925,-5.756002076136424,0.0,0.0,0.0,1.0,2,0,0
0.09042292663002954,-5.751996624421712,0.0,0.0,0.0,1.0,2,0,0
0.09063625326151477,-5.747983435736854,0.0,0.0,0.0,1.0,2,0,0
0.09085080473361411,-5.743962430881229,0.0,0.0,0.0,1.0,2,0,0
0.09106656858367998,-5.7399335318182665,0.0,0.0,0.0,1.0,2,0,0
0.09128353239845716,-5.735896661667086,0.0,0.0,0.0,1.0,2,0,0
0.09150168381380655,-5.731851744694288,0.0,0.0,0.0,1.0,2,0,0
0.09172101051438462,-5.727798706305721,0.0,0.0,0.0,1.0,2,0,0
0.09194150023337729,-5.723737473038256,0.0,0.0,0.0,1.0,2,0,0
0.09216314075219985,-5.719667972551701,0.0,0.0,0.0,1.0,2,0,0
0.09238591990020366,-5.715590133620623,0.0,0.0,0.0,1.0,2,0,0
0.0926098255543999,-5.711503886126308,0.0,0.0,0.0,1.0,2,0,0
0.09283484563916275,-5.707409161048726,0.0,0.0,0.0,1.0,2,0,0
0.09306096812594987,-5.703305890458534,0.0,0.0,0.0,1.0,2,0,0
0.09328818103303284,-5.699194007509075,0.0,0.0,0.0,1.0,2,0,0
0.09351647242519709,-5.695073446428498,0.0,0.0,0.0,1.0,2,0,0
0.09374583041347925,-5.690944142511847,0.0,0.0,0.0,1.0,2,0,0
0.09397624315489092,-5.6868060321132115,0.0,0.0,0.0,1.0,2,0,0
0.09420769885213216,-5.682659052637915,0.0,0.0,0.0,1.0,2,0,0
0.09444018575332205,-5.678503142534729,0.0,0.0,0.0,1.0,2,0,0
0.09467369215173953,-5.674338241288137,0.0,0.0,0.0,1.0,2,0,0
0.09490820638555043,-5.6701642894106365,0.0,0.0,0.0,1.0,2,0,0
0.09514371683752798,-5.665981228435053,0.0,0.0,0.0,1.0,2,0,0
0.09538021193479346,-5.661789000906921,0.0,0.0,0.0,1.0,2,0,0
0.0956176801485536,-5.657587550376888,0.0,0.0,0.0,1.0,2,0,0
0.09585610999385512,-5.653376821393155,0.0,0.0,0.0,1.0,2,0,0
0.09609549002928787,-5.649156759493934,0.0,0.0,0.0,1.0,2,0,0
0.09633580885674961,-5.644927311199997,0.0,0.0,0.0,1.0,2,0,0
0.09657705512118331,-5.640688424007181,0.0,0.0,0.0,1.0,2,0,0
0.09681921751033506,-5.636440046379022,0.0,0.0,0.0,1.0,2,0,0
0.09706228475447096,-5.632182127739334,0.0,0.0,0.0,1.0,2,0,0
0.0973062456261588,-5.6279146184648745,0.0,0.0,0.0,1.0,2,0,0
0.09755108893998853,-5.623637469878055,0.0,0.0,0.0,1.0,2,0,0
0.09779680355233672,-5.619350634239654,0.0,0.0,0.0,1.0,2,0,0
0.09804337836113484,-5.615054064741575,0.0,0.0,0.0,1.0,2,0,0
0.09829080230557583,-5.61074771549967,0.0,0.0,0.0,1.0,2,0,0
0.09853906436593675,-5.606431541546522,0.0,0.0,0.0,1.0,2,0,0
0.09878815356328553,-5.60210549882438,0.0,0.0,0.0,1.0,2,0,0
0.09903805895924561,-5.59776954417801,0.0,0.0,0.0,1.0,2,0,0
0.09928876965579811,-5.593423635347668,0.0,0.0,0.0,1.0,2,0,0
0.0995402747949885,-5.589067730962051,0.0,0.0,0.0,1.0,2,0,0
0.09979256355872544,-5.584701790531321,0.0,0.0,0.0,1.0,2,0,0
0.10004562516855223,-5.580325774440141,0.0,0.0,0.0,1.0,2,0,0
0.10029944888539097,-5.575939643940759,0.0,0.0,0.0,1.0,2,0,0
0.10055402400930734,-5.571543361146116,0.0,0.0,0.0,1.0,2,0,0
0.10080933987933313,-5.5671368890230015,0.0,0.0,0.0,1.0,2,0,0
0.10106538587317643,-5.562720191385226,0.0,0.0,0.0,1.0,2,0,0
0.10132215140701692,-5.558293232886861,0.0,0.0,0.0,1.0,2,0,0
0.10157962593530812,-5.553855979015444,0.0,0.0,0.0,1.0,2,0,0
0.10183779895052493,-5.549408396085319,0.0,0.0,0.0,1.0,2,0,0
0.10209665998294207,-5.544950451230921,0.0,0.0,0.0,1.0,2,0,0
0.10235619860043949,-5.5404821124001264,0.0,0.0,0.0,1.0,2,0,0
0.10261640440825358,-5.536003348347671,0.0,0.0,0.0,1.0,2,0,0
0.10287726704879627,-5.531514128628557,0.0,0.0,0.0,1.0,2,0,0
0.10313877620140954,-5.527014423591487,0.0,0.0,0.0,1.0,2,0,0
0.10340092158215397,-5.522504204372385,0.0,0.0,0.0,1.0,2,0,0
0.1036636929436245,-5.517983442887898,0.0,0.0,0.0,1.0,2,0,0
0.10392708007470836,-5.51345211182898,0.0,0.0,0.0,1.0,2,0,0
0.10419107280040761,-5.508910184654435,0.0,0.0,0.0,1.0,2,0,0
0.10445566098160394,-5.504357635584588,0.0,0.0,0.0,1.0,2,0,0
0.10472083451486762,-5.499794439594912,0.0,0.0,0.0,1.0,2,0,0
0.10498658333224596,-5.495220572409736,0.0,0.0,0.0,1.0,2,0,0
0.10525289740108949,-5.490636010495964,0.0,0.0,0.0,1.0,2,0,0
0.10551976672380298,-5.486040731056805,0.0,0.0,0.0,1.0,2,0,0
0.105787181337685,-5.481434712025604,0.0,0.0,0.0,1.0,2,0,0
