x,y,w0,w1,w2,w3,arm,hand1,hand2
0.08999999798834324,-5.759999871253967,0.0,0.0,0.0,1.0,1,0,0
0.08967625118508422,-5.756035902413906,0.0,0.0,0.0,1.0,1,0,0
0.08936555333292709,-5.7520719037899655,0.0,0.0,0.0,1.0,1,0,0
0.08906772889170288,-5.748107845619698,0.0,0.0,0.0,1.0,1,0,0
0.08878260442849857,-5.7441436981832075,0.0,0.0,0.0,1.0,1,0,0
0.08851000859798135,-5.740179431823786,0.0,0.0,0.0,1.0,1,0,0
0.08824977212291384,-5.7362150169681785,0.0,0.0,0.0,1.0,1,0,0
0.08800172777492501,-5.732250424146388,0.0,0.0,0.0,1.0,1,0,0
0.08776571035526431,-5.7282856240111535,0.0,0.0,0.0,1.0,1,0,0
0.08754155667589648,-5.7243205873569245,0.0,0.0,0.0,1.0,1,0,0
0.08732910554067516,-5.720355285138491,0.0,0.0,0.0,1.0,1,0,0
0.0871281977266459,-5.716389688489224,0.0,0.0,0.0,1.0,1,0,0
0.08693867596560158,-5.712423768738874,0.0,0.0,0.0,1.0,1,0,0
0.08676038492568226,-5.708457497431072,0.0,0.0,0.0,1.0,1,0,0
0.08659317119325458,-5.704490846340313,0.0,0.0,0.0,1.0,1,0,0
0.08643688325480489,-5.700523787488719,0.0,0.0,0.0,1.0,1,0,0
0.08629137147913249,-5.6965562931622795,0.0,0.0,0.0,1.0,1,0,0
0.08615648809956665,-5.692588335926833,0.0,0.0,0.0,1.0,1,0,0
0.08603208719641578,-5.688619888643603,0.0,0.0,0.0,1.0,1,0,0
0.08591802467954933,-5.6846509244844485,0.0,0.0,0.0,1.0,1,0,0
0.0858141582710959,-5.68068141694666,0.0,0.0,0.0,1.0,1,0,0
0.08572034748832534,-5.676711339867514,0.0,0.0,0.0,1.0,1,0,0
0.08563645362666394,-5.672740667438356,0.0,0.0,0.0,1.0,1,0,0
0.08556233974284613,-5.668769374218448,0.0,0.0,0.0,1.0,1,0,0
0.08549787063821603,-5.664797435148407,0.0,0.0,0.0,1.0,1,0,0
0.08544291284217927,-5.66082482556331,0.0,0.0,0.0,1.0,1,0,0
0.08539733459578093,-5.656851521205514,0.0,0.0,0.0,1.0,1,0,0
0.08536100583543009,-5.6528774982370695,0.0,0.0,0.0,1.0,1,0,0
0.0853337981767643,-5.648902733251865,0.0,0.0,0.0,1.0,1,0,0
0.08531558489864018,-5.6449272032874305,0.0,0.0,0.0,1.0,1,0,0
0.08530624092730821,-5.640950885836437,0.0,0.0,0.0,1.0,1,0,0
0.08530564282061821,-5.636973758857823,0.0,0.0,0.0,1.0,1,0,0
0.08531366875248066,-5.6329958007876995,0.0,0.0,0.0,1.0,1,0,0
0.08533019849737229,-5.629016990549881,0.0,0.0,0.0,1.0,1,0,0
0.08535511341504293,-5.625037307566121,0.0,0.0,0.0,1.0,1,0,0
0.08538829643525644,-5.6210567317660685,0.0,0.0,0.0,1.0,1,0,0
0.08542963204278414,-5.617075243596938,0.0,0.0,0.0,1.0,1,0,0
0.0854790062624219,-5.613092824032807,0.0,0.0,0.0,1.0,1,0,0
0.08553630664418477,-5.609109454583743,0.0,0.0,0.0,1.0,1,0,0
0.08560142224862434,-5.605125117304561,0.0,0.0,0.0,1.0,1,0,0
0.08567424363225518,-5.6011397948032995,0.0,0.0,0.0,1.0,1,0,0
0.08575466283311435,-5.597153470249479,0.0,0.0,0.0,1.0,1,0,0
0.08584257335647441,-5.593166127382006,0.0,0.0,0.0,1.0,1,0,0
0.08593787016060751,-5.589177750516887,0.0,0.0,0.0,1.0,1,0,0
0.08604044964273372,-5.58518832455457,0.0,0.0,0.0,1.0,1,0,0
0.08615020962505118,-5.581197834987162,0.0,0.0,0.0,1.0,1,0,0
0.08626704934092318,-5.577206267905221,0.0,0.0,0.0,1.0,1,0,0
0.08639086942115723,-5.5732136100044345,0.0,0.0,0.0,1.0,1,0,0
0.08652157188037295,-5.569219848591956,0.0,0.0,0.0,1.0,1,0,0
0.08665906010355401,-5.565224971592511,0.0,0.0,0.0,1.0,1,0,0
0.08680323883267516,-5.561228967554268,0.0,0.0,0.0,1.0,1,0,0
