x,y,w0,w1,w2,w3,arm,hand1,hand2
2.369999947026372,-6.239999860525131,0.0,0.0,0.0,1.0,3,0,0
2.370090127264624,-6.239549410054657,0.0,0.0,0.0,1.0,3,0,0
2.3701804876828763,-6.239098959403646,0.0,0.0,0.0,1.0,3,0,0
2.370271028100579,-6.238648508391547,0.0,0.0,0.0,1.0,3,0,0
2.3703617483372006,-6.238198056837831,0.0,0.0,0.0,1.0,3,0,0
2.3704526482121917,-6.2377476045619495,0.0,0.0,0.0,1.0,3,0,0
2.370543727545015,-6.237297151383356,0.0,0.0,0.0,1.0,3,0,0
2.3706349861551197,-6.2368466971215275,0.0,0.0,0.0,1.0,3,0,0
2.3707264238619823,-6.2363962415959024,0.0,0.0,0.0,1.0,3,0,0
2.370818040485053,-6.235945784625954,0.0,0.0,0.0,1.0,3,0,0
2.370909835843787,-6.2354953260311285,0.0,0.0,0.0,1.0,3,0,0
2.3710018097576477,-6.2350448656309,0.0,0.0,0.0,1.0,3,0,0
2.3710939620460985,-6.234594403244716,0.0,0.0,0.0,1.0,3,0,0
2.3711862925285954,-6.234143938692037,0.0,0.0,0.0,1.0,3,0,0
2.3712788010245878,-6.233693471792328,0.0,0.0,0.0,1.0,3,0,0
2.3713714873535383,-6.233243002365046,0.0,0.0,0.0,1.0,3,0,0
2.371464351334917,-6.232792530229644,0.0,0.0,0.0,1.0,3,0,0
2.371557392788167,-6.232342055205583,0.0,0.0,0.0,1.0,3,0,0
2.3716506115327647,-6.231891577112329,0.0,0.0,0.0,1.0,3,0,0
2.371744007388152,-6.2314410957693305,0.0,0.0,0.0,1.0,3,0,0
2.3718375801737994,-6.230990610996051,0.0,0.0,0.0,1.0,3,0,0
2.3719313297091635,-6.230540122611955,0.0,0.0,0.0,1.0,3,0,0
2.3720252558136994,-6.230089630436493,0.0,0.0,0.0,1.0,3,0,0
2.372119358306871,-6.229639134289129,0.0,0.0,0.0,1.0,3,0,0
2.3722136370081275,-6.229188633989319,0.0,0.0,0.0,1.0,3,0,0
2.3723080917369384,-6.228738129356524,0.0,0.0,0.0,1.0,3,0,0
2.3724027223127604,-6.228287620210198,0.0,0.0,0.0,1.0,3,0,0
2.3724975285550496,-6.227837106369808,0.0,0.0,0.0,1.0,3,0,0
2.3725925102832686,-6.227386587654812,0.0,0.0,0.0,1.0,3,0,0
2.372687667316874,-6.226936063884658,0.0,0.0,0.0,1.0,3,0,0
2.372782999475322,-6.226485534878819,0.0,0.0,0.0,1.0,3,0,0
2.372878506578076,-6.226035000456744,0.0,0.0,0.0,1.0,3,0,0
2.372974188444598,-6.225584460437898,0.0,0.0,0.0,1.0,3,0,0
2.3730700448943383,-6.225133914641736,0.0,0.0,0.0,1.0,3,0,0
2.3731660757467594,-6.2246833628877205,0.0,0.0,0.0,1.0,3,0,0
2.373262280821318,-6.224232804995305,0.0,0.0,0.0,1.0,3,0,0
2.3733586599374767,-6.223782240783955,0.0,0.0,0.0,1.0,3,0,0
2.3734552129146924,-6.223331670073126,0.0,0.0,0.0,1.0,3,0,0
2.373551939572427,-6.222881092682274,0.0,0.0,0.0,1.0,3,0,0
2.3736488397301376,-6.222430508430865,0.0,0.0,0.0,1.0,3,0,0
2.37374591320728,-6.221979917138349,0.0,0.0,0.0,1.0,3,0,0
2.3738431598233176,-6.221529318624195,0.0,0.0,0.0,1.0,3,0,0
2.373940579397713,-6.221078712707858,0.0,0.0,0.0,1.0,3,0,0
2.3740381717499157,-6.220628099208791,0.0,0.0,0.0,1.0,3,0,0
2.374135936699389,-6.220177477946457,0.0,0.0,0.0,1.0,3,0,0
2.374233874065589,-6.2197268487403194,0.0,0.0,0.0,1.0,3,0,0
2.374331983667979,-6.219276211409831,0.0,0.0,0.0,1.0,3,0,0
2.3744302653260143,-6.218825565774453,0.0,0.0,0.0,1.0,3,0,0
2.3745287188591653,-6.218374911653644,0.0,0.0,0.0,1.0,3,0,0
2.374627344086868,-6.217924248866867,0.0,0.0,0.0,1.0,3,0,0
2.374726140828599,-6.217473577233576,0.0,0.0,0.0,1.0,3,0,0
2.374825108903821,-6.2170228965732255,0.0,0.0,0.0,1.0,3,0,0
2.37492424813197,-6.216572206705285,0.0,0.0,0.0,1.0,3,0,0
2.3750235583325363,-6.216121507449207,0.0,0.0,0.0,1.0,3,0,0
2.375123039324949,-6.215670798624452,0.0,0.0,0.0,1.0,3,0,0
2.375222690928684,-6.215220080050479,0.0,0.0,0.0,1.0,3,0,0
2.3753225129631916,-6.21476935154675,0.0,0.0,0.0,1.0,3,0,0
2.375422505247941,-6.214318612932714,0.0,0.0,0.0,1.0,3,0,0
2.375522667602389,-6.213867864027841,0.0,0.0,0.0,1.0,3,0,0
2.3756229998459846,-6.2134171046515885,0.0,0.0,0.0,1.0,3,0,0
2.3757235017982046,-6.212966334623406,0.0,0.0,0.0,1.0,3,0,0
2.3758241732784846,-6.212515553762763,0.0,0.0,0.0,1.0,3,0,0
2.3759250141063015,-6.212064761889111,0.0,0.0,0.0,1.0,3,0,0
2.376026024101098,-6.211613958821912,0.0,0.0,0.0,1.0,3,0,0
2.376127203082357,-6.21116314438063,0.0,0.0,0.0,1.0,3,0,0
2.3762285508695147,-6.210712318384712,0.0,0.0,0.0,1.0,3,0,0
2.3763300672820478,-6.210261480653628,0.0,0.0,0.0,1.0,3,0,0
2.3764317521393985,-6.209810631006835,0.0,0.0,0.0,1.0,3,0,0
2.376533605261037,-6.209359769263786,0.0,0.0,0.0,1.0,3,0,0
2.376635626466413,-6.20890889524395,0.0,0.0,0.0,1.0,3,0,0
2.3767378155749954,-6.208458008766773,0.0,0.0,0.0,1.0,3,0,0
2.376840172406241,-6.208007109651723,0.0,0.0,0.0,1.0,3,0,0
2.376942696779606,-6.207556197718254,0.0,0.0,0.0,1.0,3,0,0
2.3770453885145537,-6.20710527278583,0.0,0.0,0.0,1.0,3,0,0
2.377148247430533,-6.206654334673907,0.0,0.0,0.0,1.0,3,0,0
2.3772512733470137,-6.206203383201942,0.0,0.0,0.0,1.0,3,0,0
2.3773544660834456,-6.2057524181894,0.0,0.0,0.0,1.0,3,0,0
2.3774578254592917,-6.205301439455738,0.0,0.0,0.0,1.0,3,0,0
2.377561351294015,-6.204850446820406,0.0,0.0,0.0,1.0,3,0,0
2.377665043407078,-6.20439944010287,0.0,0.0,0.0,1.0,3,0,0
2.377768901617924,-6.203948419122593,0.0,0.0,0.0,1.0,3,0,0
2.3778729257460225,-6.203497383699031,0.0,0.0,0.0,1.0,3,0,0
2.37797711561083,-6.203046333651637,0.0,0.0,0.0,1.0,3,0,0
2.378081471031802,-6.202595268799881,0.0,0.0,0.0,1.0,3,0,0
2.378185991828409,-6.202144188963208,0.0,0.0,0.0,1.0,3,0,0
2.378290677820093,-6.201693093961089,0.0,0.0,0.0,1.0,3,0,0
2.3783955288263314,-6.201241983612976,0.0,0.0,0.0,1.0,3,0,0
2.378500544666567,-6.200790857738333,0.0,0.0,0.0,1.0,3,0,0
2.378605725160268,-6.200339716156616,0.0,0.0,0.0,1.0,3,0,0
2.3787110701268923,-6.199888558687284,0.0,0.0,0.0,1.0,3,0,0
2.3788165793858957,-6.1994373851497935,0.0,0.0,0.0,1.0,3,0,0
2.378922252756734,-6.198986195363608,0.0,0.0,0.0,1.0,3,0,0
2.379028090058877,-6.1985349891481825,0.0,0.0,0.0,1.0,3,0,0
2.3791340911117747,-6.198083766322984,0.0,0.0,0.0,1.0,3,0,0
2.3792402557348966,-6.1976325267074595,0.0,0.0,0.0,1.0,3,0,0
2.3793465837476853,-6.197181270121074,0.0,0.0,0.0,1.0,3,0,0
2.3794530749696103,-6.196729996383287,0.0,0.0,0.0,1.0,3,0,0
